rank_1y_performance,symbol,companyName,exchange,sector,industry,marketCap,as_of_date,latest_price,return_1d_pct,return_5d_pct,return_1m_pct,return_3m_pct,return_6m_pct,return_1y_pct,ytd_return_pct,one_year_high,drawdown_from_1y_high_pct,observations
177,PLTR,Palantir Technologies,US,Information Technology,Application Software,324907689316.0,2026-06-05,135.53,-4.35,-13.42,1.3,-13.76,-23.03,4.25,-19.26,207.18,-34.58,288
178,APD,Air Products,US,Materials,Industrial Gases,62873893051.0,2026-06-05,282.35,-0.18,1.34,-5.95,4.39,9.93,3.47,13.43,306.2,-7.79,288
179,BLK,BlackRock,US,Financials,Asset Management & Custody Banks,154550955659.0,2026-06-05,995.6,-2.09,-4.36,-6.74,4.79,-6.31,3.32,-7.21,1183.4701,-15.87,288
180,SCHW,Charles Schwab Corporation,US,Financials,Investment Banking & Brokerage,154504792073.0,2026-06-05,88.84,0.95,1.71,-3.25,-6.38,-4.82,2.84,-11.92,106.4671,-16.56,288
181,PM,Philip Morris International,US,Consumer Staples,Tobacco,277875446189.0,2026-06-05,178.29,1.89,0.51,4.55,5.83,19.65,2.18,12.22,191.86,-7.07,288
182,HON,Honeywell,US,Industrials,Industrial Conglomerates,135582758646.0,2026-06-05,213.97,-1.69,-10.04,-0.79,-8.56,11.76,1.99,10.38,246.6843,-13.26,288
183,BA,Boeing,US,Industrials,Aerospace & Defense,169839734808.0,2026-06-05,215.45,-0.91,-6.79,-6.3,-6.78,6.37,1.64,-5.41,252.15,-14.55,288
184,CL,Colgate-Palmolive,US,Consumer Staples,Household Products,70880770545.0,2026-06-05,88.58,4.09,-1.72,0.48,-4.73,14.68,0.69,15.43,98.5277,-10.1,288
185,VRTX,Vertex Pharmaceuticals,US,Health Care,Biotechnology,113407871070.0,2026-06-05,446.83,1.15,-0.16,4.48,-2.16,-3.52,0.22,-1.17,499.17,-10.49,288
186,ABNB,Airbnb,US,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",79256643433.0,2026-06-05,133.54,-0.13,0.17,-4.53,0.23,11.16,0.02,0.4,144.18,-7.38,288
187,APO,Apollo Global Management,US,Financials,Asset Management & Custody Banks,73811536486.0,2026-06-05,128.03,-0.3,-0.53,-0.74,18.28,-4.02,-0.17,-11.95,153.5941,-16.64,288
188,BRK-B,Berkshire Hathaway,US,Financials,Multi-Sector Holdings,1052825054461.0,2026-06-05,488.13,1.98,2.88,3.9,-2.17,-3.07,-0.58,-1.76,513.81,-5.0,288
189,MSI,Motorola Solutions,US,Information Technology,Communications Equipment,68114626510.0,2026-06-05,410.34,-0.09,1.75,-5.38,-10.71,9.88,-0.62,7.98,486.2827,-15.62,288
190,ORLY,O’Reilly Automotive,US,Consumer Discretionary,Automotive Retail,74857834603.0,2026-06-05,90.33,2.18,3.97,-4.7,-4.51,-8.4,-0.85,-0.01,107.82,-16.22,288
191,MDT,Medtronic,US,Health Care,Health Care Equipment,104854882659.0,2026-06-05,81.67,-0.32,10.65,5.24,-9.42,-18.66,-1.56,-14.28,103.7341,-21.27,288
192,SNPS,Synopsys,US,Information Technology,Application Software,89009165395.0,2026-06-05,464.85,-5.99,-2.26,-7.84,6.27,-0.34,-1.76,-3.24,645.35,-27.97,288
193,HCA,HCA Healthcare,US,Health Care,Health Care Facilities,82553245857.0,2026-06-05,372.13,2.85,-1.69,-13.35,-30.05,-23.32,-1.84,-20.77,544.3204,-31.63,288
194,ECL,Ecolab,US,Materials,Specialty Chemicals,72602432734.0,2026-06-05,257.97,1.43,0.77,-2.07,-8.5,-1.87,-2.39,-1.51,307.5258,-16.11,288
195,CVNA,Carvana,US,Consumer Discretionary,Automotive Retail,47640342017.0,2026-06-05,66.51,0.48,-8.89,-14.59,4.67,-15.81,-3.79,-16.91,95.69,-30.49,288
196,MDLZ,Mondelez International,US,Consumer Staples,Packaged Foods & Meats,79637632658.0,2026-06-05,62.04,1.72,1.42,0.27,7.15,12.71,-3.79,16.64,68.948,-10.02,288
197,KDP,Keurig Dr Pepper,US,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,41537881584.0,2026-06-05,30.53,1.56,1.67,6.9,9.03,9.62,-3.8,11.07,34.2962,-10.98,288
198,CME,CME Group,US,Financials,Financial Exchanges & Data,93004473902.0,2026-06-05,257.4,0.52,-5.9,-10.73,-16.89,-3.49,-3.82,-2.27,318.8379,-19.27,288
199,DHR,Danaher Corporation,US,Health Care,Life Sciences Tools & Services,130442128716.0,2026-06-05,184.3,-1.25,0.89,5.36,-5.53,-19.05,-3.89,-19.84,241.5351,-23.7,288
200,COR,Cencora,US,Health Care,Health Care Distributors,53512075605.0,2026-06-05,275.04,1.75,2.11,9.07,-23.1,-17.64,-4.12,-18.51,373.2499,-26.31,288
201,CARR,Carrier Global,US,Industrials,Building Products,55781784250.0,2026-06-05,67.16,-2.01,5.15,-1.09,15.51,23.93,-4.54,26.47,79.7931,-15.83,288
202,CI,Cigna,US,Health Care,Health Care Services,76576843216.0,2026-06-05,289.48,3.14,4.96,3.25,7.19,8.91,-4.59,4.89,327.1425,-11.51,288
203,COF,Capital One,US,Financials,Consumer Finance,112429635965.0,2026-06-05,180.67,-1.38,-3.86,-6.18,-3.34,-19.85,-4.94,-26.54,255.8585,-29.39,288
204,LOW,Lowe's,US,Consumer Discretionary,Home Improvement Retail,118163404900.0,2026-06-05,210.74,1.55,-1.69,-9.7,-15.93,-13.86,-5.91,-13.85,286.0171,-26.32,288
205,WM,Waste Management,US,Industrials,Environmental & Facilities Services,88507293290.0,2026-06-05,220.4,1.07,4.68,0.38,-9.68,3.21,-5.94,1.76,244.4743,-9.85,288
206,AMT,American Tower,US,Real Estate,Telecom Tower REITs,90439160279.0,2026-06-05,194.12,0.11,3.83,7.75,3.96,12.37,-6.1,12.16,225.8437,-14.05,288
207,MCO,Moody's Corporation,US,Financials,Financial Exchanges & Data,78840211357.0,2026-06-05,451.35,0.49,-0.42,0.84,-4.14,-7.85,-6.26,-9.13,537.1644,-15.98,288
208,COST,Costco,US,Consumer Staples,Consumer Staples Merchandise Retail,431003743078.0,2026-06-05,971.87,-0.05,1.63,-2.4,-2.49,5.68,-7.07,14.06,1094.3199,-11.19,288
209,MCD,McDonald's,US,Consumer Discretionary,Restaurants,198827956981.0,2026-06-05,279.84,2.61,0.91,-0.83,-14.12,-7.93,-8.0,-6.58,336.8806,-16.93,288
210,TDG,TransDigm Group,US,Industrials,Aerospace & Defense,69287166059.0,2026-06-05,1238.74,0.87,-1.56,0.44,-4.31,-7.37,-8.61,-8.82,1516.5503,-18.32,288
211,PG,Procter & Gamble,US,Consumer Staples,Personal Care Products,341232878602.0,2026-06-05,146.54,4.09,2.08,-0.92,-3.9,1.35,-9.16,4.87,165.9504,-11.7,288
212,MSFT,Microsoft,US,Information Technology,Systems Software,3095205987863.0,2026-06-05,416.67,-2.66,-7.46,0.87,2.11,-12.39,-9.46,-11.51,538.6586,-22.65,288
213,DIS,Walt Disney Company (The),US,Communication Services,Movies & Entertainment,173147552497.0,2026-06-05,99.71,0.37,-2.08,-7.73,-1.8,-5.06,-11.17,-10.85,123.1766,-19.05,288
214,V,Visa Inc.,US,Financials,Transaction & Payment Processing Services,615347255295.0,2026-06-05,323.57,1.06,-0.85,1.71,2.17,-1.43,-11.38,-6.23,370.3844,-12.64,288
215,AON,Aon plc,US,Financials,Insurance Brokers,70166434794.0,2026-06-05,328.53,1.95,3.95,6.57,-3.29,-4.37,-11.41,-4.32,374.2826,-12.22,288
216,T,AT&T,US,Communication Services,Integrated Telecommunication Services,158074708496.0,2026-06-05,22.75,-0.09,-8.27,-11.03,-19.73,-8.15,-13.22,-5.3,28.7986,-21.0,288
217,VST,Vistra Corp.,US,Utilities,Electric Utilities,50159262087.0,2026-06-05,148.76,-3.21,-7.16,-6.02,-6.11,-13.1,-13.42,-9.85,217.3201,-31.55,288
218,META,Meta Platforms,US,Communication Services,Interactive Media & Services,1505285019272.0,2026-06-05,593.0,-5.51,-6.25,-3.24,-7.96,-7.13,-13.53,-8.75,788.149,-24.76,288
219,HD,Home Depot (The),US,Consumer Discretionary,Home Improvement Retail,309883921215.0,2026-06-05,310.78,0.27,-1.27,-3.08,-11.93,-11.36,-13.8,-8.85,414.7939,-25.08,288
220,BX,Blackstone Inc.,US,Financials,Asset Management & Custody Banks,140987918797.0,2026-06-05,115.35,-2.7,-1.38,-7.49,5.45,-22.27,-13.85,-25.84,183.1742,-37.03,288
221,CEG,Constellation Energy,US,Utilities,Electric Utilities,91000307646.0,2026-06-05,254.83,-3.69,-11.44,-20.93,-19.9,-29.26,-14.48,-30.22,402.322,-36.66,288
222,SHW,Sherwin-Williams,US,Materials,Specialty Chemicals,75297852081.0,2026-06-05,305.3,1.74,0.48,-5.42,-7.21,-9.57,-14.93,-6.43,372.5632,-18.05,288
223,UBER,Uber,US,Industrials,Passenger Ground Transportation,143937204346.0,2026-06-05,70.71,-2.08,0.44,-10.69,-5.88,-22.02,-15.27,-14.66,100.1,-29.36,288
224,MA,Mastercard,US,Financials,Transaction & Payment Processing Services,433910347649.0,2026-06-05,491.08,1.93,-0.59,-0.16,-5.82,-11.03,-15.43,-12.51,596.2485,-17.64,288
225,AZO,AutoZone,US,Consumer Discretionary,Automotive Retail,51012841551.0,2026-06-05,3116.4299,1.12,6.17,-12.01,-14.41,-18.48,-16.16,-5.67,4354.54,-28.43,288
226,RSG,Republic Services,US,Industrials,Environmental & Facilities Services,64621762768.0,2026-06-05,210.04,1.02,4.79,5.18,-8.84,-1.91,-16.44,0.21,250.4113,-16.12,288
227,SPGI,S&P Global,US,Financials,Financial Exchanges & Data,125634240723.0,2026-06-05,424.44,1.03,0.1,0.44,-5.95,-14.7,-16.72,-16.82,559.4575,-24.13,288
228,SYK,Stryker Corporation,US,Health Care,Health Care Equipment,117178051917.0,2026-06-05,305.66,1.48,0.19,4.56,-15.93,-16.04,-19.33,-11.97,400.5293,-23.69,288
229,ICE,Intercontinental Exchange,US,Financials,Financial Exchanges & Data,80020018042.0,2026-06-05,141.5,-0.39,-4.29,-7.76,-14.58,-9.23,-20.08,-11.27,186.7626,-24.24,288
230,CTAS,Cintas,US,Industrials,Diversified Support Services,71964620490.0,2026-06-05,179.85,-0.06,5.02,6.48,-11.43,-2.14,-20.15,-2.23,225.5198,-20.25,288
231,KKR,KKR & Co.,US,Financials,Asset Management & Custody Banks,83861334059.0,2026-06-05,93.4,-2.16,-2.65,-7.15,2.47,-25.87,-21.98,-27.27,151.1557,-38.21,288
232,ADSK,Autodesk,US,Information Technology,Application Software,48554963338.0,2026-06-05,229.96,-1.58,-0.58,-5.4,-11.89,-25.15,-22.93,-19.8,326.79,-29.63,288
233,CMCSA,Comcast,US,Communication Services,Cable & Satellite,85090483138.0,2026-06-05,23.82,2.1,-4.22,-9.91,-24.48,-5.17,-22.97,-11.94,32.619,-26.98,288
234,PGR,Progressive Corporation,US,Financials,Property & Casualty Insurance,119045672493.0,2026-06-05,204.02,4.42,7.15,3.67,-3.07,-4.44,-23.0,-3.77,263.1205,-22.46,288
235,ISRG,Intuitive Surgical,US,Health Care,Health Care Equipment,149477968230.0,2026-06-05,422.06,0.77,-0.61,-6.57,-13.89,-25.92,-24.36,-24.9,592.85,-28.81,288
236,BKNG,Booking Holdings,US,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",128505836989.0,2026-06-05,165.84,-0.74,-0.7,-1.23,-8.66,-17.3,-24.63,-21.74,230.686,-28.11,288
237,TMUS,T-Mobile US,US,Communication Services,Wireless Telecommunication Services,192740666703.0,2026-06-05,178.1,0.61,-5.03,-7.3,-19.18,-13.71,-25.01,-9.85,254.2196,-29.94,288
238,ADP,Automatic Data Processing,US,Industrials,Human Resource & Employment Services,92718365490.0,2026-06-05,231.95,0.28,4.56,11.94,3.37,-9.55,-27.11,-7.52,318.7931,-27.24,288
239,MRSH,Marsh McLennan,US,Financials,Insurance Brokers,79708083422.0,2026-06-05,165.44,2.59,3.42,0.94,-9.17,-9.1,-27.42,-8.4,225.6864,-26.69,288
240,DASH,DoorDash,US,Consumer Discretionary,Specialized Consumer Services,68320696939.0,2026-06-05,156.8,-2.04,-1.56,-6.65,-12.49,-29.52,-28.8,-28.66,281.74,-44.35,288
241,CRM,Salesforce,US,Information Technology,Application Software,152055542999.0,2026-06-05,185.66,-1.64,-2.85,2.47,-7.91,-21.91,-28.93,-26.61,272.4766,-31.86,288
242,NKE,"Nike, Inc.",US,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",63648524000.0,2026-06-05,42.98,-1.47,-6.2,-1.17,-23.94,-33.51,-29.65,-31.02,77.1236,-44.27,288
243,ABT,Abbott Laboratories,US,Health Care,Health Care Equipment,158626923403.0,2026-06-05,91.07,0.32,6.39,5.53,-16.36,-26.49,-30.11,-25.83,135.3157,-32.7,288
244,NFLX,Netflix,US,Communication Services,Movies & Entertainment,346043424316.0,2026-06-05,82.18,0.76,-4.46,-6.9,-17.01,-20.95,-33.71,-9.68,133.913,-38.63,288
245,AJG,Arthur J. Gallagher & Co.,US,Financials,Insurance Brokers,55535443723.0,2026-06-05,216.14,2.78,7.83,10.13,-4.94,-11.11,-34.89,-15.03,325.0999,-33.52,288
246,ADBE,Adobe Inc.,US,Information Technology,Application Software,101632048987.0,2026-06-05,251.44,-2.7,-3.0,0.51,-11.35,-23.06,-39.25,-24.56,416.92,-39.69,288
247,ACN,Accenture,US,Information Technology,IT Consulting & Other Services,109701317092.0,2026-06-05,178.25,-0.34,-4.71,2.11,-16.39,-34.12,-42.9,-30.85,316.6378,-43.71,288
248,NOW,ServiceNow,US,Information Technology,Systems Software,115970581453.0,2026-06-05,112.45,-5.79,-9.58,26.28,-9.56,-32.49,-44.48,-23.74,208.938,-46.18,288
249,BSX,Boston Scientific,US,Health Care,Health Care Equipment,72162542806.0,2026-06-05,48.55,-0.61,0.5,-13.3,-31.96,-50.75,-52.6,-48.74,108.14,-55.1,288
250,INTU,Intuit,US,Information Technology,Application Software,81174842791.0,2026-06-05,296.76,-1.73,-10.49,-23.62,-38.13,-53.95,-60.98,-52.62,801.9572,-63.0,288
